;; -*- coding: utf-8 -*--
a-ba-ga-qi-wei-dang-xiao 阿巴嘎旗委党校
shan-xi-cai-jing-guan-li-jin-xiu-xue-yuan 陕西财经管理进修学院
shan-xi-cai-jing-xue-yuan 陕西财经学院
shan-xi-cai-jing-zhi-ye-ji-shu-xue-yuan 陕西财经职业技术学院
shan-xi-cai-jing-zhuan-ke-xue-yuan 陕西财经专科学院
shan-xi-cai-mao-zhi-ye-ji-shu-xue-yuan 山西财贸职业技术学院
shan-xi-da-tong-da-xue 山西大同大学
shan-xi-da-xue 山西大学
shan-xi-da-zhong-ke-ji-pei-xun-xue-yuan 陕西大众科技培训学院
shan-xi-dian-li-zhi-ye-ji-shu-xue-yuan 山西电力职业技术学院
shan-xi-dian-zi-gong-ye-zhi-gong-da-xue 陕西电子工业职工大学
shan-xi-dian-zi-ke-ji-zhuan-ke-xue-yuan 陕西电子科技专科学院
shan-xi-dian-zi-xin-xi-xue-yuan 陕西电子信息学院
shan-xi-dian-zi-xin-xi-zhi-ye-ji-shu-xue-xiao 陕西电子信息职业技术学校
shan-xi-dian-zi-xin-xi-zhi-ye-ji-shu-xue-yuan 陕西电子信息职业技术学院
shan-xi-dui-wai-jing-ji-guan-li-pei-xun-xue-yuan 陕西对外经济管理培训学院
shan-xi-dui-wai-shang-wu-pei-xun-xue-yuan 陕西对外商务培训学院
shan-xi-fu-zhuang-yi-shu-zhi-ye-xue-yuan 陕西服装艺术职业学院
shan-xi-gao-xin-ke-ji-ji-shu-xue-yuan 陕西高新科技技术学院
shan-xi-gong-cheng-zhi-ye-ji-shu-xue-yuan 山西工程职业技术学院
shan-xi-gong-shang-pei-xun-xue-yuan 陕西工商培训学院
shan-xi-gong-shang-zhi-ye-xue-yuan 山西工商职业学院
shan-xi-gong-ye-ji-shu-xue-yuan 陕西工业技术学院
shan-xi-gong-ye-zhi-ye-ji-shu-xue-yuan 陕西工业职业技术学院
shan-xi-gong-ye-zhuan-xiu-xue-yuan 陕西工业专修学院
shan-xi-gong-yun-xue-yuan 陕西工运学院
shan-xi-guan-li-zhi-ye-xue-yuan 山西管理职业学院
shan-xi-guang-bo-dian-shi-da-xue 山西广播电视大学
shan-xi-guo-ji-shang-mao-xue-yuan 陕西国际商贸学院
shan-xi-guo-ji-shang-wu-zhi-ye-xue-yuan 山西国际商务职业学院
shan-xi-guo-mao-jing-ji-mao-yi-pei-xun-xue-yuan 陕西国贸经济贸易培训学院
shan-xi-guo-mao-xue-yuan 陕西国贸学院
shan-xi-hang-kong-ji-shu-xue-yuan 陕西航空技术学院
shan-xi-hang-tian-zhi-gong-da-xue 陕西航天职工大学
shan-xi-he-gong-ye-dian-shi-da-xue 陕西核工业电视大学
shan-xi-he-gong-ye-ju-dian-shi-da-xue 陕西核工业局电视大学
shan-xi-hua-mei-zhuan-xiu-xue-yuan 山西华美专修学院
shan-xi-ji-suan-ji-zhuan-xiu-xue-yuan 陕西计算机专修学院
shan-xi-jian-zhu-zhi-ye-ji-shu-xue-yuan 山西建筑职业技术学院
shan-xi-jiao-tong-ji-shi-xue-yuan 山西交通技师学院
shan-xi-jiao-tong-zhi-ye-ji-shu-xue-yuan 陕西交通职业技术学院
shan-xi-jiao-tong-zhi-ye-ji-shu-xue-yuan 山西交通职业技术学院
shan-xi-jiao-yu-xue-yuan 陕西教育学院
shan-xi-jin-rong-zhi-ye-xue-yuan 山西金融职业学院
shan-xi-jing-guan-gao-deng-zhuan-ke-xue-xiao 山西警官高等专科学校
shan-xi-jing-guan-zhi-ye-xue-yuan 陕西警官职业学院
shan-xi-jing-guan-zhi-ye-xue-yuan 山西警官职业学院
shan-xi-jing-ji-guan-li-gan-bu-xue-yuan 陕西经济管理干部学院
shan-xi-jing-ji-guan-li-gan-bu-xue-yuan 山西经济管理干部学院
shan-xi-jing-ji-guan-li-pei-xun-xue-yuan 陕西经济管理培训学院
shan-xi-jing-ji-zhuan-ke-xue-yuan 陕西经济专科学院
shan-xi-jing-ji-zhuan-xiu-xue-yuan 陕西经济专修学院
shan-xi-jing-ji-zhuan-xiu-xue-yuan 山西经济专修学院
shan-xi-jing-mao-pei-xun-xue-yuan 陕西经贸培训学院
shan-xi-jing-mao-xue-yuan 陕西经贸学院
shan-xi-jing-mao-zhi-ye-xue-yuan 山西经贸职业学院
shan-xi-kang-zhuang-ke-ji-pei-xun-xue-yuan 陕西康庄科技培训学院
shan-xi-ke-ji-da-xue 陕西科技大学
shan-xi-ke-ji-ji-shu-xue-yuan 陕西科技技术学院
shan-xi-ke-ji-jin-xiu-xue-yuan 陕西科技进修学院
shan-xi-li-gong-xue-yuan 陕西理工学院
shan-xi-lian-he-zhi-ye-ji-shu-xue-yuan 山西联合职业技术学院
shan-xi-lin-ye-zhi-ye-ji-shu-xue-yuan 山西林业职业技术学院
shan-xi-lu-gui-yang-ke-xue-yuan 陕西路贵阳科学院
shan-xi-lv-you-peng-ren-zhi-ye-xue-yuan 陕西旅游烹饪职业学院
shan-xi-lv-you-zhi-ye-xue-yuan 山西旅游职业学院
shan-xi-mei-tan-guan-li-gan-bu-xue-yuan 山西煤炭管理干部学院
shan-xi-mei-tan-zhi-ye-ji-shu-xue-yuan 山西煤炭职业技术学院
shan-xi-neng-yuan-zhi-ye-ji-shu-xue-yuan 陕西能源职业技术学院
shan-xi-nong-ye-da-xue 山西农业大学
shan-xi-peng-ren-xue-yuan 陕西烹饪学院
shan-xi-qi-che-ke-ji-xue-yuan 山西汽车科技学院
shan-xi-qing-nian-gan-bu-guan-li-xue-yuan 陕西青年干部管理学院
shan-xi-qing-nian-guan-li-gan-bu-xue-yuan 山西青年管理干部学院
shan-xi-qing-nian-zhi-ye-xue-yuan 陕西青年职业学院
shan-xi-ren-zhong-ke-ji-pei-xun-xue-yuan 陕西人众科技培训学院
shan-xi-san-he-zhuan-xiu-xue-yuan 陕西三和专修学院
shan-xi-san-zi-xue-yuan 陕西三资学院
shan-xi-she-hui-zhu-yi-xue-yuan 陕西社会主义学院
shan-xi-sheng-cai-mao-gan-bu-guan-li-xue-yuan 陕西省财贸干部管理学院
shan-xi-sheng-cai-zheng-gan-bu-xue-xiao 山西省财政干部学校
shan-xi-sheng-cai-zheng-shui-wu-zhuan-ke-xue-xiao 山西省财政税务专科学校
shan-xi-sheng-cheng-xiang-jian-she-xue-xiao 山西省城乡建设学校
shan-xi-sheng-dian-li-da-xue 陕西省电力大学
shan-xi-sheng-gong-lu-guang-bo-dian-shi-da-xue 山西省公路广播电视大学
shan-xi-sheng-gong-mao-xue-xiao 山西省工贸学校
shan-xi-sheng-guang-bo-dian-shi-da-xue 陕西省广播电视大学
shan-xi-sheng-guo-ji-shang-wu-zhi-ye-ji-shu-xue-yuan 山西省国际商务职业技术学院
shan-xi-sheng-jian-zhu-zhi-gong-da-xue 陕西省建筑职工大学
shan-xi-sheng-jing-ji-ji-shu-zhuan-xiu-xue-yuan 陕西省经济技术专修学院
shan-xi-sheng-jing-ji-mao-yi-da-xue 陕西省经济贸易大学
shan-xi-sheng-jing-mao-xue-xiao 山西省经贸学校
shan-xi-sheng-jing-mao-xue-yuan-cheng-ren-jiao-yu-xue-yuan 陕西省经贸学院成人教育学院
shan-xi-sheng-li-gong-xue-xiao 陕西省理工学校
shan-xi-sheng-lin-fen-ren-min-jing-cha-xue-xiao 山西省临汾人民警察学校
shan-xi-sheng-lin-ye-gan-bu-xue-xiao 山西省林业干部学校
shan-xi-sheng-peng-ren-xue-yuan 陕西省烹饪学院
shan-xi-sheng-ping-ding-shi-fan-xue-xiao 山西省平定师范学校
shan-xi-sheng-wei-dang-xiao 陕西省委党校
shan-xi-sheng-wei-dang-xiao 山西省委党校
shan-xi-sheng-wu-ying-yong-zhi-ye-ji-shu-xue-yuan 山西生物应用职业技术学院
shan-xi-sheng-xi-an-shi-fan-xue-xiao 陕西省西安师范学校
shan-xi-sheng-yu-cai-ji-shu-xue-yuan 陕西省育才技术学院
shan-xi-sheng-zheng-fa-guan-li-gan-bu-xue-yuan 陕西省政法管理干部学院
shan-xi-sheng-zheng-fa-guan-li-gan-bu-xue-yuan 山西省政法管理干部学院
shan-xi-sheng-zhi-shu-ji-guan-gong-wei-dang-xiao 陕西省直属机关工委党校
shan-xi-sheng-zhong-yi-xue-xiao 陕西省中医学校
shan-xi-sheng-zhong-yi-xue-yuan 山西省中医学院
shan-xi-sheng-zong-gong-hui-gan-bu-xue-xiao 山西省总工会干部学校
shan-xi-shi-fan-da-xue 陕西师范大学
shan-xi-shi-fan-da-xue 山西师范大学
shan-xi-shui-li-zhi-ye-ji-shu-xue-yuan 山西水利职业技术学院
shan-xi-sun-si-miao-guo-yi-yao-xue-yuan 陕西孙思邈国医药学院
shan-xi-ti-yu-zhi-ye-xue-yuan 山西体育职业学院
shan-xi-tie-lu-gong-cheng-zhi-ye-ji-shu-xue-yuan 陕西铁路工程职业技术学院
shan-xi-tu-shu-guan-pei-xun-xue-yuan 陕西图书管培训学院
shan-xi-tuo-pu-xin-xi-ji-shu-xue-yuan 陕西托普信息技术学院
shan-xi-wai-guo-yu-pei-xun-xue-yuan 陕西外国语培训学院
shan-xi-wan-rong-ji-shi-xue-yuan 山西万荣技师学院
shan-xi-wei-sheng-xue-yuan 陕西卫生学院
shan-xi-wu-shu-xue-yuan 陕西武术学院
shan-xi-xi-ju-zhi-ye-xue-yuan 山西戏剧职业学院
shan-xi-xian-da-wu-shu-xue-yuan 陕西贤达武术学院
shan-xi-xian-dai-guan-li-xue-yuan 陕西现代管理学院
shan-xi-xian-dai-guan-li-zhuan-xiu-xue-yuan 陕西现代管理专修学院
shan-xi-xie-he-yi-xue-pei-xun-xue-yuan 陕西协合医学培训学院
shan-xi-xin-hua-ke-ji-pei-xun-xue-yuan 陕西新华科技培训学院
shan-xi-xin-xi-zhi-ye-ji-shu-xue-yuan 山西信息职业技术学院
shan-xi-xing-hua-zhi-ye-xue-yuan 山西兴华职业学院
shan-xi-xing-zheng-xue-yuan 陕西行政学院
shan-xi-xing-zheng-xue-yuan 山西行政学院
shan-xi-xing-zhi-dian-nao-pei-xun-xue-yuan 陕西行知电脑培训学院
shan-xi-xing-zhi-pei-xun-xue-yuan 陕西行知培训学院
shan-xi-yan-feng-pei-xun-xue-yuan 陕西延风培训学院
shan-xi-yang-hu-cheng-jin-xiu-xue-yuan 陕西杨虎城进修学院
shan-xi-ye-jin-ji-shi-xue-yuan 山西冶金技师学院
shan-xi-yi-ke-da-xue 山西医科大学
shan-xi-yi-ke-pei-xun-xue-yuan 陕西医科培训学院
shan-xi-yi-shu-zhi-ye-xue-yuan 山西艺术职业学院
shan-xi-you-dian-zhi-ye-ji-shu-xue-yuan 陕西邮电职业技术学院
shan-xi-ze-zhou-guang-bo-dian-shi-da-xue 山西泽州广播电视大学
shan-xi-zhi-ye-ji-shu-xue-yuan 陕西职业技术学院
shan-xi-zhi-ye-pei-xun-xue-yuan 陕西职业培训学院
shan-xi-zhong-hua-wen-hua-xue-yuan 陕西中华文化学院
shan-xi-zhong-yi-xue-yuan 陕西中医学院
shan-xi-zhong-yi-xue-yuan 山西中医学院
shan-xi-zong-he-zhi-ye-ji-shu-xue-yuan 山西综合职业技术学院
shan-xian-xian-wei-dang-xiao 陕县县委党校
shan-xian-xian-wei-dang-xiao 单县县委党校
shang-gang-xin-cun-jie-dao-lao-nian-xue-xiao 上钢新村街道老年学校
shang-hai-bei-er-a-er-ka-te-da-xue 上海贝尔阿尔卡特大学
shang-hai-cai-jing-da-xue 上海财经大学
shang-hai-cai-zheng-shui-wu-zhi-gong-da-xue 上海财政税务职工大学
shang-hai-cheng-shi-guan-li-xue-yuan 上海城市管理学院
shang-hai-cheng-shi-guan-li-zhi-ye-ji-shu-xue-yuan 上海城市管理职业技术学院
shang-hai-chu-ban-yin-shua-gao-deng-zhuan-ke-xue-xiao 上海出版印刷高等专科学校
shang-hai-da-xue 上海大学
shang-hai-di-er-gong-ye-da-xue 上海第二工业大学
shang-hai-di-er-yi-ke-da-xue 上海第二医科大学
shang-hai-dian-da 上海电大
shang-hai-dian-ji-ji-shu-zhuan-ke-xue-xiao 上海电机技术专科学校
shang-hai-dian-qi-ji-tuan-zong-gong-si-lao-gan-bu-da-xue 上海电气集团总公司老干部大学
shang-hai-dian-shi-da-xue 上海电视大学
shang-hai-dian-xin-da-xue 上海电信大学
shang-hai-dian-ying-yi-shu-xue-yuan 上海电影艺术学院
shang-hai-dian-zi-xin-xi-xue-yuan 上海电子信息学院
shang-hai-dong-hua-da-xue 上海东华大学
shang-hai-fang-di-chan-zhuan-xiu-xue-yuan 上海房地产专修学院
shang-hai-fang-zhi-gong-ye-zhi-gong-da-xue 上海纺织工业职工大学
shang-hai-fang-zhi-lao-gan-bu-da-xue 上海纺织老干部大学
shang-hai-fu-ren-jin-xiu-xue-yuan 上海复仁进修学院
shang-hai-gang-wu-ju-dang-xiao 上海港务局党校
shang-hai-gang-zhi-gong-da-xue 上海港职工大学
shang-hai-gong-cheng-ji-shu-da-xue 上海工程技术大学
shang-hai-gong-hui-guan-li-gan-bu-xue-yuan 上海工会管理干部学院
shang-hai-gong-hui-guan-li-zhi-ye-xue-yuan 上海工会管理职业学院
shang-hai-gong-shang-wai-guo-yu-xue-xiao 上海工商外国语学校
shang-hai-gong-shang-wai-guo-yu-xue-yuan 上海工商外国语学院
shang-hai-gong-shang-xin-xi-xue-xiao 上海工商信息学校
shang-hai-gong-shang-xue-yuan 上海工商学院
shang-hai-gong-yi-mei-shu-zhi-ye-xue-yuan 上海工艺美术职业学院
shang-hai-guan-gao-deng-zhuan-ke-xue-xiao 上海关高等专科学校
shang-hai-guo-ji-jin-rong-xue-yuan 上海国际金融学院
shang-hai-guo-ji-wen-hua-xue-yuan 上海国际文化学院
shang-hai-guo-ji-yin-hang-jin-rong-xue-yuan 上海国际银行金融学院
shang-hai-guo-jia-kuai-ji-xue-yuan 上海国家会计学院
shang-hai-hai-shi-da-xue 上海海事大学
shang-hai-hai-shi-zhi-ye-ji-shu-xue-yuan 上海海事职业技术学院
shang-hai-hai-su-mei-shu-she-ji-xue-yuan 上海海粟美术设计学院
shang-hai-hang-tian-zhi-gong-da-xue 上海航天职工大学
shang-hai-hong-kou-qu-ye-yu-da-xue 上海虹口区业余大学
shang-hai-hong-kou-ye-yu-da-xue 上海虹口业余大学
shang-hai-hu-dong-zhi-ye-ji-shu-xue-yuan 上海沪东职业技术学院
shang-hai-huang-pu-ye-yu-da-xue 上海黄浦业余大学
shang-hai-ji-guang-xue-yuan 上海济光学院
shang-hai-jia-ding-qu-jiao-shi-jin-xiu-xue-yuan 上海嘉定区教师进修学院
shang-hai-jian-feng-xue-yuan 上海建峰学院
shang-hai-jian-qiao-xue-yuan 上海建桥学院
shang-hai-jiao-da-an-tai-guan-li-xue-yuan 上海交大安泰管理学院
shang-hai-jiao-shi-jin-xiu-xue-yuan 上海教师进修学院
shang-hai-jiao-tong-da-xue 上海交通大学
shang-hai-jiao-yu-xue-yuan 上海教育学院
shang-hai-jin-rong-xue-yuan 上海金融学院
shang-hai-jin-rong-zhi-gong-da-xue 上海金融职工大学
shang-hai-jin-shan-qu-lao-nian-da-xue 上海金山区老年大学
shang-hai-ke-ji-guan-li-gan-bu-xue-yuan 上海科技管理干部学院
shang-hai-ke-jiao-wen-jin-xiu-xue-yuan 上海科教文进修学院
shang-hai-ke-xue-ji-shu-zhi-ye-xue-yuan 上海科学技术职业学院
shang-hai-lao-gan-bu-da-xue 上海老干部大学
shang-hai-lao-nian-da-xue 上海老年大学
shang-hai-li-gong-da-xue 上海理工大学
shang-hai-lv-you-gao-deng-zhuan-ke-xue-xiao 上海旅游高等专科学校
shang-hai-min-yuan-xue-yuan 上海民远学院
shang-hai-nong-lin-zhi-ye-ji-shu-xue-yuan 上海农林职业技术学院
shang-hai-pu-tuo-qu-jiao-yu-xue-yuan 上海普陀区教育学院
shang-hai-qing-nian-guan-li-gan-bu-xue-yuan 上海青年管理干部学院
shang-hai-shan-da-da-xue 上海杉达大学
shang-hai-shan-da-xue-yuan-hu-dong-gong-xue-yuan 上海杉达学院沪东工学院
shang-hai-shang-xue-yuan 上海商学院
shang-hai-shi-bao-shan-qu-ye-yu-da-xue 上海市宝山区业余大学
shang-hai-shi-dui-wai-mao-yi-zhi-gong-da-xue 上海市对外贸易职工大学
shang-hai-shi-fan-da-xue 上海师范大学
shang-hai-shi-fang-guan-ju-wei-yuan-hui-dang-xiao 上海市房管局委员会党校
shang-hai-shi-feng-xian-qu-wei-dang-xiao 上海市奉贤区委党校
shang-hai-shi-gong-shang-wai-guo-yu-xue-yuan 上海市工商外国语学院
shang-hai-shi-gong-ye-jing-ji-guan-li-jin-xiu-xue-yuan 上海市工业经济管理进修学院
shang-hai-shi-guo-zi-dang-xiao 上海市国资党校
shang-hai-shi-hua-gong-ye-xue-xiao 上海石化工业学校
shang-hai-shi-huang-pu-qu-wei-dang-xiao 上海市黄浦区委党校
shang-hai-shi-huang-pu-qu-ye-yu-da-xue 上海市黄浦区业余大学
shang-hai-shi-ji-xu-jiao-yu-jin-xiu-xue-yuan 上海市继续教育进修学院
shang-hai-shi-jiao-yu-xing-zheng-xue-yuan 上海市教育行政学院
shang-hai-shi-jin-shan-qu-cheng-ren-jiao-yu-xue-yuan 上海市金山区成人教育学院
shang-hai-shi-jing-an-qu-lao-gan-bu-da-xue 上海市静安区老干部大学
shang-hai-shi-jing-ji-gong-zuo-wei-yuan-hui-dang-xiao 上海市经济工作委员会党校
shang-hai-shi-jun-xiu-lao-gan-bu-da-xue 上海市军休老干部大学
shang-hai-shi-pu-tuo-qu-xing-zheng-xue-yuan 上海市普陀区行政学院
shang-hai-shi-pu-tuo-qu-ye-yu-da-xue 上海市普陀区业余大学
shang-hai-shi-qing-gong-lao-gan-bu-da-xue 上海市轻工老干部大学
shang-hai-shi-qing-gong-ye-zhi-gong-da-xue 上海市轻工业职工大学
shang-hai-shi-she-hui-zhu-yi-xue-yuan 上海市社会主义学院
shang-hai-shi-shui-wu-gan-bu-xue-xiao 上海市税务干部学校
shang-hai-shi-wei-dang-xiao 上海市委党校
shang-hai-shi-xu-hui-qu-ye-yu-da-xue 上海市徐汇区业余大学
shang-hai-shi-yang-pu-qu-wei-dang-xiao 上海市杨浦区委党校
shang-hai-shi-yang-pu-qu-xing-zheng-xue-yuan 上海市杨浦区行政学院
shang-hai-shi-ye-ruan-jian-gong-cheng-xue-yuan 上海实业软件工程学院
shang-hai-shi-yong-qiang-jin-xiu-xue-yuan 上海市永强进修学院
shang-hai-shi-you-dian-zhi-gong-da-xue 上海市邮电职工大学
shang-hai-shi-zha-bei-qu-jiao-shi-jin-xiu-xue-yuan 上海市闸北区教师进修学院
shang-hai-shi-zhong-biao-gong-ye-gong-si-zhi-gong-da-xue 上海市钟表工业公司职工大学
shang-hai-shui-chan-da-xue 上海水产大学
shang-hai-ti-yu-yun-dong-ji-shu-xue-yuan 上海体育运动技术学院
shang-hai-ti-yu-zhi-ye-xue-yuan 上海体育职业学院
shang-hai-tie-lu-gong-an-xue-xiao 上海铁路公安学校
shang-hai-tie-lu-ju-lao-gan-bu-da-xue 上海铁路局老干部大学
shang-hai-wai-guo-yu-da-xue 上海外国语大学
shang-hai-wen-hua-xue-yuan 上海文华学院
shang-hai-xing-zheng-xue-yuan 上海行政学院
shang-hai-xing-zhi-xue-yuan 上海行知学院
shang-hai-yi-yao-gao-deng-zhuan-ke-xue-xiao 上海医药高等专科学校
shang-hai-yi-yao-zhi-gong-da-xue 上海医药职工大学
shang-hai-ying-hua-mei-jing-wen-zhuan-xiu-xue-yuan 上海英华美精文专修学院
shang-hai-zhang-jiang-zhuan-xiu-xue-yuan 上海张江专修学院
shang-hai-zheng-fa-xue-yuan 上海政法学院
shang-hai-zhong-hua-xue-yuan 上海中华学院
shang-hai-zhong-qiao-zhi-ye-ji-shu-xue-yuan 上海中侨职业技术学院
shang-hai-zhong-yi-yao-da-xue 上海中医药大学
shang-he-xian-wei-dang-xiao 商河县委党校
shang-jie-qu-xing-zheng-gan-bu-xue-xiao 上街区行政干部学校
shang-li-xian-wei-dang-xiao 上栗县委党校
shang-lin-xian-wei-dang-xiao 上林县委党校
shang-lin-xian-xing-zheng-xue-xiao 上林县行政学校
shang-luo-dian-da 商洛电大
shang-luo-shi-xing-zheng-xue-yuan 商洛市行政学院
shang-luo-xue-yuan 商洛学院
shang-mao-lv-you-zhi-ye-ji-shu-xue-yuan 商贸旅游职业技术学院
shang-qiu-cai-jing-xue-xiao 商丘财经学校
shang-qiu-ji-shi-xue-yuan 商丘技师学院
shang-qiu-shi-fan-xue-yuan 商丘师范学院
shang-qiu-shi-liang-guo-qu-wei-dang-xiao 商丘市梁国区委党校
shang-qiu-shi-wei-dang-xiao 商丘市委党校
shang-qiu-xing-zheng-xue-yuan 商丘行政学院
shang-qiu-yi-xue-gao-deng-zhuan-ke-xue-xiao 商丘医学高等专科学校
shang-qiu-zhi-ye-ji-shu-xue-yuan 商丘职业技术学院
shang-rao-guang-bo-dian-shi-da-xue 上饶广播电视大学
shang-rao-shi-fan-xue-yuan 上饶师范学院
shang-rao-shi-wei-dang-xiao 上饶市委党校
shang-rao-shi-xin-zhou-qu-wei-dang-xiao 上饶市信州区委党校
shang-rao-shi-xing-zheng-xue-yuan 上饶市行政学院
shang-rao-xian-wei-dang-xiao 上饶县委党校
shang-rao-zhi-ye-ji-shu-xue-yuan 上饶职业技术学院
shang-shi-da-dui-wai-han-yu-xue-yuan 上师大对外汉语学院
shang-shi-da-lv-you-xue-yuan 上师大旅游学院
shang-xue-shi-fan-da-xue 上学师范大学
shang-xue-yuan 商学院
shang-ye-da-xue 商业大学
shang-yi-xian-da-qing-gou-zhen-dang-xiao 尚义县大青沟镇党校
shang-yu-shi-wei-dang-xiao 上虞市委党校
shao-guan-shi-ji-shi-xue-yuan 韶关市技师学院
shao-guan-shi-qu-jiang-qu-xing-zheng-xue-xiao 韶关市曲江区行政学校
shao-guan-xue-yuan 韶关学院
shao-guan-xue-yuan-ji-xu-jiao-yu-xue-yuan 韶关学院继续教育学院
shao-guan-xue-yuan-yi-xue-yuan 韶关学院医学院
shao-nian-di-zhi-huan-bao-ke-xue-yuan 少年地质环保科学院
shao-shan-shi-wei-dang-xiao 韶山市委党校
shao-xing-dian-da 绍兴电大
shao-xing-shi-wei-dang-xiao 绍兴市委党校
shao-xing-shi-wei-dang-xiao-lao-dang-xiao 绍兴市委党校老党校
shao-xing-tuo-pu-xin-xi-ji-shu-xue-yuan 绍兴托普信息技术学院
shao-xing-wen-li-xue-yuan-yuan-pei-xue-yuan 绍兴文理学院元培学院
shao-xing-xian-wei-dang-xiao 绍兴县委党校
shao-xing-yue-xiu-wai-guo-yu-zhi-ye-xue-yuan 绍兴越秀外国语职业学院
shao-yang-guang-bo-dian-shi-da-xue 邵阳广播电视大学
shao-yang-jiao-yu-xue-yuan 邵阳教育学院
shao-yang-shi-wei-dang-xiao 邵阳市委党校
shao-yang-xue-yuan 邵阳学院
shao-yang-yi-xue-gao-deng-zhuan-ke-xue-xiao 邵阳医学高等专科学校
shao-yang-zhi-ye-ji-shu-xue-yuan 邵阳职业技术学院
shao-yi-fu-ke-xue-yuan 邵逸夫科学院
she-hui-da-xue 社会大学
she-hui-ke-xue-da-xue 社会科学大学
she-hui-zhu-yi-xue-yuan 社会主义学院
she-xian-xian-wei-dang-xiao 涉县县委党校
shen-he-qu-wei-dang-xiao 沈河区委党校
shen-nong-jia-lin-qu-wei-dang-xiao 神农架林区委党校
shen-yang-chu-guo-guan-li-ren-yuan-pei-xun-xue-yuan 沈阳出国管理人员培训学院
shen-yang-da-xue 沈阳大学
shen-yang-dian-da 沈阳电大
shen-yang-dian-shi-da-xue 沈阳电视大学
shen-yang-dong-yu-gong-shang-guan-li-xue-yuan 沈阳东宇工商管理学院
shen-yang-gao-deng-ji-shu-xue-yuan 沈阳高等技术学院
shen-yang-gong-cheng-xue-yuan 沈阳工程学院
shen-yang-gong-ye-da-xue 沈阳工业大学
shen-yang-gong-ye-xue-yuan-cheng-ren-jiao-yu-xue-yuan 沈阳工业学院成人教育学院
shen-yang-guang-bo-dian-shi-da-xue 沈阳广播电视大学
shen-yang-hang-kong-gong-ye-xue-yuan 沈阳航空工业学院
shen-yang-hang-kong-gong-ye-xue-yuan-cheng-ren-jiao-yu-xue-yuan 沈阳航空工业学院成人教育学院
shen-yang-hang-kong-ji-gong-ji-shu-xue-yuan 沈阳航空技工技术学院
shen-yang-hang-kong-zhi-ye-ji-shu-xue-yuan 沈阳航空职业技术学院
shen-yang-hua-gong-xue-yuan 沈阳化工学院
shen-yang-ji-dian-xue-yuan 沈阳机电学院
shen-yang-jian-zhu-da-xue 沈阳建筑大学
shen-yang-jian-zhu-gong-cheng-xue-yuan 沈阳建筑工程学院
shen-yang-jiao-yu-xue-yuan 沈阳教育学院
shen-yang-ke-xue-ji-shu-xue-yuan 沈阳科学技术学院
shen-yang-li-gong-da-xue 沈阳理工大学
shen-yang-li-ming-jiao-shi-xue-yuan 沈阳黎明教师学院
shen-yang-lian-he-zhi-gong-da-xue 沈阳联合职工大学
shen-yang-nong-ji-gong-ye-zhi-gong-da-xue 沈阳农机工业职工大学
shen-yang-nong-ye-da-xue 沈阳农业大学
shen-yang-shi-da-zhi-ye-ji-shu-xue-yuan 沈阳师大职业技术学院
shen-yang-shi-dong-ling-qu-wei-dang-xiao 沈阳市东陵区委党校
